Programme_ID,Commodity,Revision_Number,Previous_Forecast_Spend,Forecast_Change,Forecast_Change_Direction,Forecast_Stability_Score,Relative Change
P003,Electronics,3,2259300.73,-229256.49,DOWN,0.1129,-0.101472321
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,871780.67,-189380.13,DOWN,0.2775,-0.217233688
P003,Electronics,3,682400.54,-110688.78,DOWN,0.1936,-0.162205001
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,3013780.94,-640545.24,DOWN,0.2699,-0.212538752
P003,Logistics,3,2373235.7,-320461.77,DOWN,0.1561,-0.135031582
P003,Software,1,,,,,#DIV/0!
P003,Software,2,1626855.33,-399255.1,DOWN,0.3252,-0.245415245
P003,Software,3,1227600.23,-227622.26,DOWN,0.2276,-0.185420509
P003,Software,4,999977.97,-121125.33,DOWN,0.1378,-0.121127998
P003,Software,5,878852.64,-59719.74,DOWN,0.0729,-0.067951938
P003,Software,1,,,,,#DIV/0!
P003,Software,2,417258.63,-85176.85,DOWN,0.2565,-0.204134424
P003,Software,3,332081.78,-48556.77,DOWN,0.1713,-0.146219314
P003,Software,4,283525.01,-19804.96,DOWN,0.0751,-0.069852603
P003,Software,5,263720.05,-17801.35,DOWN,0.0724,-0.067500935
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1457975.21,-257232.27,DOWN,0.2142,-0.176431169
P003,Materials,3,1200742.94,-156857.2,DOWN,0.1503,-0.130633456
P003,Materials,4,1043885.74,-86051.16,DOWN,0.0898,-0.082433505
P003,Materials,5,957834.58,-32535.92,DOWN,0.0352,-0.033968204
P003,Materials,6,925298.66,-19514.93,DOWN,0.0215,-0.021090412
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2967037.43,-498941.56,DOWN,0.2022,-0.168161532
P003,Mechanical,3,2468095.87,-260145.02,DOWN,0.1178,-0.105403126
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1553845.22,-319650.8,DOWN,0.259,-0.205715985
P003,Materials,3,1234194.42,-159282.77,DOWN,0.1482,-0.129058086
P003,Materials,4,1074911.65,-96211.69,DOWN,0.0983,-0.089506603
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,3031371.02,-558079.81,DOWN,0.2256,-0.184101453
P003,Mechanical,3,2473291.21,-238576.8,DOWN,0.1068,-0.096461265
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,890877.54,-165529.98,DOWN,0.2282,-0.185805537
P003,Mechanical,3,725347.56,-73213.8,DOWN,0.1123,-0.100936164
P003,Mechanical,4,652133.76,-39269.66,DOWN,0.0641,-0.060217186
P003,Mechanical,5,612864.1,-12730.39,DOWN,0.0212,-0.020771962
P003,Mechanical,6,600133.71,-9564.02,DOWN,0.0162,-0.015936482
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,1841631.49,-439566.36,DOWN,0.3135,-0.238683125
P003,Logistics,3,1402065.13,-154547.56,DOWN,0.1239,-0.110228517
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2435847.18,-327438.44,DOWN,0.1553,-0.13442487
P003,Mechanical,3,2108408.74,-170939.04,DOWN,0.0882,-0.081074906
P003,Services,1,,,,,#DIV/0!
P003,Services,2,2010252.42,-394620.71,DOWN,0.2443,-0.196304059
P003,Services,3,1615631.71,-222245.65,DOWN,0.1595,-0.137559599
P003,Services,4,1393386.06,-59301.85,DOWN,0.0445,-0.042559526
P003,Services,5,1334084.21,-44707.27,DOWN,0.0347,-0.03351158
P003,Services,6,1289376.94,-37029.14,DOWN,0.0296,-0.028718631
P003,Software,1,,,,,#DIV/0!
P003,Software,2,635197.35,-166253.57,DOWN,0.3545,-0.261735302
P003,Software,3,468943.78,-66242.22,DOWN,0.1645,-0.14125834
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,2695445.89,-548118.38,DOWN,0.2553,-0.203349799
P003,Logistics,3,2147327.51,-200333.31,DOWN,0.1029,-0.09329425
P003,Logistics,4,1946994.2,-91052.41,DOWN,0.0491,-0.04676563
P003,Logistics,5,1855941.79,-108800.39,DOWN,0.0623,-0.058622738
P003,Logistics,6,1747141.4,-33544.25,DOWN,0.0196,-0.019199505
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,1300430.93,-228962.89,DOWN,0.2137,-0.176066937
P003,Logistics,3,1071468.04,-95578,DOWN,0.0979,-0.089202847
P003,Logistics,4,975890.04,-54166.64,DOWN,0.0588,-0.05550486
P003,Logistics,5,921723.4,-26000.61,DOWN,0.029,-0.02820869
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1167719.68,-227143.36,DOWN,0.2415,-0.194518739
P003,Materials,3,940576.32,-97862.48,DOWN,0.1161,-0.10404523
P003,Materials,4,842713.84,-47300.71,DOWN,0.0595,-0.05612903
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,1622158.79,-371061.23,DOWN,0.2966,-0.228745319
P003,Logistics,3,1251097.56,-195744.46,DOWN,0.1855,-0.15645819
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,2701512.43,-777379.74,DOWN,0.404,-0.287757232
P003,Logistics,3,1924132.69,-310766.14,DOWN,0.1926,-0.161509724
P003,Logistics,4,1613366.55,-163952.97,DOWN,0.1131,-0.101621649
P003,Logistics,5,1449413.58,-58939.27,DOWN,0.0424,-0.040664218
P003,Logistics,6,1390474.31,-19093.15,DOWN,0.0139,-0.013731394
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,638178.26,-95859.67,DOWN,0.1768,-0.150208298
P003,Electronics,3,542318.59,-38292.64,DOWN,0.076,-0.070609123
P003,Electronics,4,504025.95,-21800.34,DOWN,0.0452,-0.043252416
P003,Electronics,5,482225.61,-14095.15,DOWN,0.0301,-0.029229368
P003,Electronics,6,468130.46,1799.43,UP,0.0038,0.003843864
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,401379.25,-65794.76,DOWN,0.1961,-0.163921678
P003,Mechanical,3,335584.49,-19645.97,DOWN,0.0622,-0.058542545
P003,Mechanical,4,315938.52,-14108.72,DOWN,0.0467,-0.044656536
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2559524.54,-262159.58,DOWN,0.1141,-0.102425109
P003,Mechanical,3,2297364.96,-73091.46,DOWN,0.0329,-0.031815346
P003,Mechanical,4,2224273.5,-61438.68,DOWN,0.0284,-0.027621909
P003,Services,1,,,,,#DIV/0!
P003,Services,2,2068218.43,-438250.74,DOWN,0.2689,-0.211897706
P003,Services,3,1629967.69,-163304.3,DOWN,0.1113,-0.100188673
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,748696.16,-97655.35,DOWN,0.15,-0.130433887
P003,Materials,3,651040.81,-49416.44,DOWN,0.0821,-0.075903752
P003,Materials,4,601624.37,-27533.83,DOWN,0.048,-0.045765816
P003,Materials,5,574090.54,-3232.07,DOWN,0.0057,-0.005629896
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,1025993.26,-226021.75,DOWN,0.2825,-0.22029555
P003,Electronics,3,799971.51,-84334.88,DOWN,0.1178,-0.105422354
P003,Electronics,4,715636.63,-54692.64,DOWN,0.0827,-0.076425154
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,2780669.43,-607836.38,DOWN,0.2797,-0.218593542
P003,Logistics,3,2172833.05,-245483.15,DOWN,0.1274,-0.112978376
P003,Logistics,4,1927349.9,-170418.76,DOWN,0.097,-0.088421288
P003,Logistics,5,1756931.14,-68593.84,DOWN,0.0406,-0.039041849
P003,Services,1,,,,,#DIV/0!
P003,Services,2,4355612.84,-923730.93,DOWN,0.2692,-0.212078292
P003,Services,3,3431881.91,-335784.55,DOWN,0.1085,-0.097842688
P003,Services,4,3096097.36,-201909.2,DOWN,0.0698,-0.065214099
P003,Services,5,2894188.16,-71461.39,DOWN,0.0253,-0.024691342
P003,Services,6,2822726.77,-17950.16,DOWN,0.0064,-0.006359156
P003,Services,1,,,,,#DIV/0!
P003,Services,2,456323.01,-83178.08,DOWN,0.2229,-0.182278952
P003,Services,3,373144.93,-32173.32,DOWN,0.0944,-0.086222048
P003,Services,1,,,,,#DIV/0!
P003,Services,2,2823829.03,-427478.66,DOWN,0.1784,-0.151382628
P003,Services,3,2396350.37,-234808.67,DOWN,0.1086,-0.097985951
P003,Services,4,2161541.7,-73029.04,DOWN,0.035,-0.033785626
P003,Services,1,,,,,#DIV/0!
P003,Services,2,2452254.48,-471042.36,DOWN,0.2378,-0.192085432
P003,Services,3,1981212.12,-199481.91,DOWN,0.112,-0.100686801
P003,Services,4,1781730.21,-103774.52,DOWN,0.0618,-0.058243678
P003,Services,5,1677955.69,-41663.15,DOWN,0.0255,-0.024829708
P003,Services,1,,,,,#DIV/0!
P003,Services,2,819856.49,-143256.3,DOWN,0.2117,-0.174733385
P003,Services,3,676600.19,-69446.76,DOWN,0.1144,-0.102640763
P003,Services,4,607153.43,-40504.95,DOWN,0.0715,-0.066712874
P003,Services,1,,,,,#DIV/0!
P003,Services,2,1170835.9,-220288.53,DOWN,0.2317,-0.188146375
P003,Services,3,950547.37,-87459.02,DOWN,0.1013,-0.092009113
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,2827669.5,-358402.6,DOWN,0.1451,-0.126748405
P003,Electronics,3,2469266.9,-258210.5,DOWN,0.1168,-0.1045697
P003,Electronics,4,2211056.4,-189854.39,DOWN,0.0939,-0.085865919
P003,Electronics,5,2021202.01,-149399.72,DOWN,0.0798,-0.073916273
P003,Electronics,6,1871802.29,-100622.93,DOWN,0.0568,-0.053757243
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2609699.53,-352919.82,DOWN,0.1564,-0.13523389
P003,Mechanical,3,2256779.71,-296819.97,DOWN,0.1514,-0.131523679
P003,Mechanical,4,1959959.74,-167564.92,DOWN,0.0935,-0.085494062
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,5745977.11,-744127,DOWN,0.1488,-0.129503997
P003,Logistics,3,5001850.11,-650862.62,DOWN,0.1496,-0.130124375
P003,Logistics,4,4350987.49,-527657.06,DOWN,0.138,-0.121272943
P003,Logistics,5,3823330.43,-310277.64,DOWN,0.0883,-0.08115376
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,210640.45,-19134.25,DOWN,0.0999,-0.090838441
P003,Materials,3,191506.2,-15333.37,DOWN,0.087,-0.080067225
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,336756.74,-46265.37,DOWN,0.1593,-0.137385134
P003,Logistics,3,290491.37,-38221.45,DOWN,0.1515,-0.131575165
P003,Logistics,4,252269.92,-19514.48,DOWN,0.0838,-0.077355556
P003,Logistics,5,232755.44,-14621.42,DOWN,0.067,-0.062818811
P003,Logistics,6,218134.02,-12583.02,DOWN,0.0612,-0.057684812
P003,Software,1,,,,,#DIV/0!
P003,Software,2,4138840.3,-483114.94,DOWN,0.1322,-0.116727128
P003,Software,3,3655725.36,-419722.63,DOWN,0.1297,-0.114812408
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,444597.25,-47434.72,DOWN,0.1194,-0.106691438
P003,Mechanical,3,397162.53,-35439.56,DOWN,0.098,-0.089231882
P003,Mechanical,4,361722.97,-24348.6,DOWN,0.0722,-0.067312839
P003,Mechanical,5,337374.37,-16579.53,DOWN,0.0517,-0.049142826
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,3917759.27,-540438.6,DOWN,0.16,-0.137945842
P003,Logistics,3,3377320.67,-356845.66,DOWN,0.1181,-0.105659395
P003,Logistics,4,3020475.01,-205884.37,DOWN,0.0731,-0.068162911
P003,Logistics,5,2814590.64,-194842.74,DOWN,0.0744,-0.06922596
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,2856518.36,-340840.97,DOWN,0.1355,-0.11932042
P003,Logistics,3,2515677.39,-266834.42,DOWN,0.1187,-0.106068616
P003,Logistics,4,2248842.97,-245407.53,DOWN,0.1225,-0.10912613
P003,Logistics,5,2003435.44,-152056.24,DOWN,0.0821,-0.075897749
P003,Logistics,6,1851379.2,-179305.11,DOWN,0.1072,-0.096849478
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,2236102.03,-294474.93,DOWN,0.1517,-0.131691187
P003,Electronics,3,1941627.1,-213037.02,DOWN,0.1232,-0.109720873
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2074336.71,-237915.1,DOWN,0.1296,-0.114694543
P003,Mechanical,3,1836421.61,-205374.38,DOWN,0.1259,-0.111834003
P003,Mechanical,4,1631047.23,-153883.69,DOWN,0.1042,-0.094346557
P003,Mechanical,5,1477163.54,-133873.12,DOWN,0.0997,-0.090628503
P003,Software,1,,,,,#DIV/0!
P003,Software,2,226463.42,-22996.71,DOWN,0.113,-0.101547128
P003,Software,3,203466.71,-19481.55,DOWN,0.1059,-0.095748096
P003,Software,4,183985.16,-12989.43,DOWN,0.076,-0.070600422
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,3317262.43,-746250.92,DOWN,0.2903,-0.224959868
P003,Materials,3,2571011.51,-396605.3,DOWN,0.1824,-0.154260414
P003,Materials,4,2174406.21,-204660.61,DOWN,0.1039,-0.094122528
P003,Materials,5,1969745.6,-136695.1,DOWN,0.0746,-0.069397337
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1680173.45,-368519.82,DOWN,0.281,-0.219334391
P003,Materials,3,1311653.63,-217661.54,DOWN,0.199,-0.165944374
P003,Materials,4,1093992.09,-135537.92,DOWN,0.1414,-0.123892962
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,1932554.66,-423803.91,DOWN,0.2809,-0.219297244
P003,Logistics,3,1508750.75,-265051.28,DOWN,0.2131,-0.175675989
P003,Software,1,,,,,#DIV/0!
P003,Software,2,2443145.24,-426932.3,DOWN,0.2117,-0.174746999
P003,Software,3,2016212.94,-224382.28,DOWN,0.1252,-0.111288979
P003,Software,4,1791830.66,-120989.45,DOWN,0.0724,-0.067522815
P003,Software,5,1670841.21,-58378.33,DOWN,0.0362,-0.034939484
P003,Software,6,1612462.88,-26907.14,DOWN,0.017,-0.016686983
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1391793.38,-246826.14,DOWN,0.2156,-0.177343953
P003,Materials,3,1144967.24,-146403.91,DOWN,0.1466,-0.127867335
P003,Materials,4,998563.33,-93007.41,DOWN,0.1027,-0.093141223
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,970620.39,-108875.31,DOWN,0.1263,-0.112170846
P003,Mechanical,3,861745.08,-72590.05,DOWN,0.092,-0.084236106
P003,Mechanical,4,789155.03,-25695.17,DOWN,0.0337,-0.032560358
P003,Mechanical,5,763459.86,-25992.19,DOWN,0.0352,-0.034045261
P003,Mechanical,6,737467.67,-4590.88,DOWN,0.0063,-0.006225195
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2606771.85,-416305.83,DOWN,0.1901,-0.159701675
P003,Mechanical,3,2190466.02,-224727.63,DOWN,0.1143,-0.102593525
P003,Mechanical,4,1965738.39,-130945.61,DOWN,0.0714,-0.066613956
P003,Mechanical,5,1834792.78,-65424.13,DOWN,0.037,-0.035657504
P003,Services,1,,,,,#DIV/0!
P003,Services,2,1138378.58,-271541.79,DOWN,0.3133,-0.238533819
P003,Services,3,866836.79,-115479.19,DOWN,0.1537,-0.133219069
P003,Services,4,751357.6,-67016.04,DOWN,0.0979,-0.089193268
P003,Services,5,684341.56,-43297.42,DOWN,0.0675,-0.063268728
P003,Software,1,,,,,#DIV/0!
P003,Software,2,2170196.64,-416547.43,DOWN,0.2375,-0.191939948
P003,Software,3,1753649.21,-249479.61,DOWN,0.1659,-0.142263121
P003,Software,4,1504169.6,-130290.11,DOWN,0.0948,-0.086619295
P003,Software,5,1373879.49,-80626.07,DOWN,0.0623,-0.058684965
P003,Software,1,,,,,#DIV/0!
P003,Software,2,3056820.64,-533751.44,DOWN,0.2115,-0.174609996
P003,Software,3,2523069.2,-373026.74,DOWN,0.1735,-0.147846417
P003,Software,4,2150042.46,-175117.38,DOWN,0.0887,-0.081448336
P003,Software,5,1974925.08,-92888.59,DOWN,0.0494,-0.047033982
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,220442.74,-38585.06,DOWN,0.2122,-0.175034388
P003,Mechanical,3,181857.68,-17237.51,DOWN,0.1047,-0.094785714
P003,Mechanical,4,164620.17,-11759.27,DOWN,0.0769,-0.071432741
P003,Mechanical,5,152860.9,-7379.97,DOWN,0.0507,-0.048278991
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,4140736.03,-753528.32,DOWN,0.2225,-0.181979318
P003,Materials,3,3387207.71,-424094.71,DOWN,0.1431,-0.125204814
P003,Materials,4,2963113,-233380.68,DOWN,0.0855,-0.078761991
P003,Materials,5,2729732.32,-126490.42,DOWN,0.0486,-0.046338031
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,722119.36,-124281.42,DOWN,0.2079,-0.172106478
P003,Materials,3,597837.94,-69547.22,DOWN,0.1316,-0.116331225
P003,Materials,4,528290.72,-42235.78,DOWN,0.0869,-0.079947988
P003,Materials,5,486054.94,-22225.57,DOWN,0.0479,-0.045726456
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,2824283.36,-382463.43,DOWN,0.1566,-0.135419638
P003,Logistics,3,2441819.93,-409086.69,DOWN,0.2012,-0.167533521
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,3591593.88,-453202.71,DOWN,0.1444,-0.126184286
P003,Electronics,3,3138391.17,-211133.57,DOWN,0.0721,-0.06727446
P003,Electronics,4,2927257.6,-165278.7,DOWN,0.0598,-0.056461959
P003,Electronics,5,2761978.9,-62473.45,DOWN,0.0231,-0.02261909
P003,Software,1,,,,,#DIV/0!
P003,Software,2,3413505.71,-604261.59,DOWN,0.2151,-0.177020823
P003,Software,3,2809244.12,-316608.74,DOWN,0.127,-0.112702466
P003,Software,4,2492635.38,-228933.09,DOWN,0.1011,-0.091843794
P003,Software,5,2263702.29,-102922.85,DOWN,0.0476,-0.045466602
P003,Software,6,2160779.44,-21505.3,DOWN,0.0101,-0.009952566
P003,Services,1,,,,,#DIV/0!
P003,Services,2,2507707.24,-363580.16,DOWN,0.1696,-0.14498509
P003,Services,3,2144127.08,-207389.48,DOWN,0.1071,-0.096724435
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,3840887.47,-538220.65,DOWN,0.163,-0.140129242
P003,Electronics,3,3302666.82,-319105.78,DOWN,0.107,-0.096620639
P003,Electronics,4,2983561.04,-136030.06,DOWN,0.0478,-0.045593188
P003,Electronics,5,2847530.98,-66047.33,DOWN,0.0237,-0.023194596
P003,Electronics,6,2781483.65,-59868.8,DOWN,0.022,-0.021524052
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,1297457.38,-235907.82,DOWN,0.2222,-0.181823175
P003,Logistics,3,1061549.56,-142131.76,DOWN,0.1546,-0.133890838
P003,Logistics,4,919417.8,-102947.87,DOWN,0.1261,-0.111970717
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2647529.98,-227751.11,DOWN,0.0941,-0.086023997
P003,Mechanical,3,2419778.87,-138474.15,DOWN,0.0607,-0.057225952
P003,Mechanical,4,2281304.72,-86422.96,DOWN,0.0394,-0.037883129
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,2976514.53,-519864.02,DOWN,0.2116,-0.174655294
P003,Electronics,3,2456650.51,-316121.37,DOWN,0.1477,-0.12867983
P003,Electronics,4,2140529.14,-236736.72,DOWN,0.1244,-0.110597289
P003,Electronics,5,1903792.42,-101508.8,DOWN,0.0563,-0.053319258
P003,Electronics,6,1802283.62,-95640.75,DOWN,0.056,-0.053066426
P003,Services,1,,,,,#DIV/0!
P003,Services,2,1881472.04,-360674.4,DOWN,0.2372,-0.191697986
P003,Services,3,1520797.64,-171084.88,DOWN,0.1268,-0.112496808
P003,Services,4,1349712.76,-119736.61,DOWN,0.0973,-0.088712661
P003,Services,5,1229976.15,-73330.33,DOWN,0.0634,-0.059619311
P003,Services,6,1156645.82,-61677.81,DOWN,0.0563,-0.053324716
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2507523.23,-290802.92,DOWN,0.1312,-0.115972174
P003,Mechanical,3,2216720.31,-249890.26,DOWN,0.1271,-0.11272972
P003,Mechanical,4,1966830.05,-123232.66,DOWN,0.0668,-0.062655469
P003,Mechanical,5,1843597.39,-42214.15,DOWN,0.0234,-0.022897705
P003,Mechanical,6,1801383.24,-12781.09,DOWN,0.0071,-0.007095153
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1396217.97,-216956.82,DOWN,0.184,-0.155388933
P003,Materials,3,1179261.15,-128122.95,DOWN,0.1219,-0.1086468
P003,Materials,4,1051138.2,-96554.38,DOWN,0.1011,-0.091856979
P003,Materials,5,954583.82,-41274.08,DOWN,0.0452,-0.043237775
P003,Mechanical,1,,,,,#DIV/0!
P003,Mechanical,2,2228428.65,-363572.23,DOWN,0.195,-0.163151838
P003,Mechanical,3,1864856.42,-151262.95,DOWN,0.0883,-0.081112384
P003,Mechanical,4,1713593.47,-78056.72,DOWN,0.0477,-0.045551481
P003,Mechanical,5,1635536.75,-7297.27,DOWN,0.0045,-0.004461697
P003,Electronics,1,,,,,#DIV/0!
P003,Electronics,2,1450711.04,-205569.93,DOWN,0.1651,-0.141702878
P003,Electronics,3,1245141.11,-134326.99,DOWN,0.1209,-0.107880937
P003,Electronics,4,1110814.12,-14746.59,DOWN,0.0135,-0.013275479
P003,Electronics,5,1096067.53,-40604.45,DOWN,0.0385,-0.037045573
P003,Software,1,,,,,#DIV/0!
P003,Software,2,1064575.3,-215866.65,DOWN,0.2543,-0.202772552
P003,Software,3,848708.65,-77691.95,DOWN,0.1008,-0.091541367
P003,Software,4,771016.7,-51605.58,DOWN,0.0717,-0.066931858
P003,Services,1,,,,,#DIV/0!
P003,Services,2,3591422.41,-662390.38,DOWN,0.2261,-0.184436779
P003,Services,3,2929032.03,-329577.46,DOWN,0.1268,-0.112520948
P003,Services,4,2599454.57,-101366.54,DOWN,0.0406,-0.038995311
P003,Services,1,,,,,#DIV/0!
P003,Services,2,1519593.73,-294836.92,DOWN,0.2407,-0.194023517
P003,Services,3,1224756.81,-129176.76,DOWN,0.1179,-0.105471355
P003,Services,4,1095580.05,-64311.85,DOWN,0.0624,-0.058701188
P003,Services,5,1031268.2,-44563.27,DOWN,0.0452,-0.043212105
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,165021.58,-26494.35,DOWN,0.1913,-0.16055082
P003,Materials,3,138527.23,-12490.85,DOWN,0.0991,-0.090168915
P003,Materials,4,126036.38,-7834.82,DOWN,0.0663,-0.062163163
P003,Materials,5,118201.56,-4974.32,DOWN,0.0439,-0.04208337
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1126825.55,-197405.58,DOWN,0.2124,-0.175187348
P003,Materials,3,929419.97,-75311.81,DOWN,0.0882,-0.081030979
P003,Materials,4,854108.16,-44609.63,DOWN,0.0551,-0.052229486
P003,Materials,5,809498.53,-14784.04,DOWN,0.0186,-0.018263208
P003,Software,1,,,,,#DIV/0!
P003,Software,2,3166642.06,-618922.93,DOWN,0.2429,-0.195450865
P003,Software,3,2547719.13,-293410.54,DOWN,0.1302,-0.115165968
P003,Software,4,2254308.59,-147982.33,DOWN,0.0703,-0.06564422
P003,Software,5,2106326.26,-20431.85,DOWN,0.0098,-0.00970023
P003,Software,6,2085894.41,-36917.75,DOWN,0.018,-0.017698763
P003,Software,1,,,,,#DIV/0!
P003,Software,2,393884.22,-69313.18,DOWN,0.2136,-0.175973488
P003,Software,3,324571.04,-26368.37,DOWN,0.0884,-0.081240674
P003,Software,4,298202.67,-14323.07,DOWN,0.0505,-0.048031327
P003,Software,5,283879.6,-10699.49,DOWN,0.0392,-0.037690239
P003,Software,1,,,,,#DIV/0!
P003,Software,2,3485227.7,-789008.93,DOWN,0.2926,-0.226386623
P003,Software,3,2696218.77,-380728.76,DOWN,0.1644,-0.141208408
P003,Software,4,2315490.01,-92546.95,DOWN,0.0416,-0.039968624
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,2862710.45,-734384.86,DOWN,0.3451,-0.256534803
P003,Logistics,3,2128325.59,-411212.25,DOWN,0.2395,-0.193209278
P003,Logistics,4,1717113.34,-169455.92,DOWN,0.1095,-0.098686508
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,2339428.42,-445821.29,DOWN,0.2354,-0.190568468
P003,Logistics,3,1893607.13,-143989.68,DOWN,0.0823,-0.076039891
P003,Services,1,,,,,#DIV/0!
P003,Services,2,889916.5,-156734.48,DOWN,0.2138,-0.176122681
P003,Services,3,733182.02,-111487.79,DOWN,0.1793,-0.15206018
P003,Services,4,621694.23,-64484,DOWN,0.1157,-0.103723015
P003,Software,1,,,,,#DIV/0!
P003,Software,2,2755007.36,-463743.93,DOWN,0.2024,-0.168327656
P003,Software,3,2291263.43,-223585.99,DOWN,0.1081,-0.097581966
P003,Software,4,2067677.44,-156298.63,DOWN,0.0818,-0.075591399
P003,Software,5,1911378.81,-159571.13,DOWN,0.0911,-0.083484827
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1635737.71,-307627.37,DOWN,0.2316,-0.188066441
P003,Materials,3,1328110.34,-167516.5,DOWN,0.1443,-0.126131463
P003,Materials,4,1160593.84,-103555.91,DOWN,0.098,-0.089226658
P003,Services,1,,,,,#DIV/0!
P003,Services,2,3747821.33,-782811.3,DOWN,0.264,-0.20887103
P003,Services,3,2965010.03,-504721.21,DOWN,0.2051,-0.170225802
P003,Services,4,2460288.82,-236025.21,DOWN,0.1061,-0.095933944
P003,Services,5,2224263.61,-124886.13,DOWN,0.0595,-0.05614718
P003,Services,6,2099377.48,-64764.09,DOWN,0.0318,-0.030849188
P003,Software,1,,,,,#DIV/0!
P003,Software,2,3723272.39,-927735.23,DOWN,0.3319,-0.249172001
P003,Software,3,2795537.16,-447533.88,DOWN,0.1906,-0.160088689
P003,Software,4,2348003.28,-251722.83,DOWN,0.1201,-0.107207188
P003,Software,5,2096280.45,-121553.95,DOWN,0.0616,-0.057985538
P003,Materials,1,,,,,#DIV/0!
P003,Materials,2,1869179.23,-363380.64,DOWN,0.2413,-0.194406526
P003,Materials,3,1505798.59,-193414.6,DOWN,0.1474,-0.128446528
P003,Software,1,,,,,#DIV/0!
P003,Software,2,275844.62,-57720.66,DOWN,0.2646,-0.209250628
P003,Software,3,218123.96,-32922.07,DOWN,0.1778,-0.150932846
P003,Software,4,185201.89,-17900.08,DOWN,0.107,-0.096651713
P003,Software,1,,,,,#DIV/0!
P003,Software,2,495762.47,-121041.91,DOWN,0.323,-0.244153032
P003,Software,3,374720.56,-63914.16,DOWN,0.2056,-0.17056486
P003,Software,4,310806.4,-28356.66,DOWN,0.1004,-0.091235766
P003,Software,5,282449.74,-20895.72,DOWN,0.0799,-0.073980312
P003,Software,1,,,,,#DIV/0!
P003,Software,2,1848407.31,-328433.09,DOWN,0.2161,-0.177684371
P003,Software,3,1519974.22,-226970.79,DOWN,0.1755,-0.149325421
P003,Software,4,1293003.43,-99207.46,DOWN,0.0831,-0.07672637
P003,Logistics,1,,,,,#DIV/0!
P003,Logistics,2,326854.11,-85360.85,DOWN,0.3535,-0.26115887
P003,Logistics,3,241493.26,-41710.19,DOWN,0.2088,-0.172717822
P003,Logistics,4,199783.07,-23085.37,DOWN,0.1306,-0.115552184
P003,Logistics,5,176697.7,-14070.24,DOWN,0.0865,-0.07962888
P003,Logistics,6,162627.46,-10738.69,DOWN,0.0707,-0.066032452
